9858, newstand, 0, -1564.5889892578, -186.43130493164, -18.771480560303, 0, 0, 357.78051757812, city_crash -1
9858, newstand, 0, -1341.5760498047, 410.78601074219, -22.16109085083, 0, 0, 270, city_crash -1
9858, newstand, 0, -1601.4270019531, 973.09777832031, -3.5576210021973, 0, 0, 0, city_crash -1
9858, newstand, 0, -1427.4169921875, 975.67047119141, -12.037289619446, 0, 0, 90, city_crash -1
9858, newstand, 0, -1195.0200195312, 1182.8349609375, -11.980979919434, 0, 0, 180, city_crash -1
9858, newstand, 0, -1181.7729492188, 1590.8680419922, 7.3389067649841, 0, 0, 0, city_crash -1
9858, newstand, 0, -1276.7790527344, 1338.8020019531, -11.96971988678, 0, 0, 0, city_crash -1
9858, newstand, 0, -1117.7170410156, 1363.5520019531, -11.902159690857, 0, 0, 90, city_crash -1
9858, newstand, 0, -1048.9110107422, 1446.3409423828, -2.8031220436096, 0, 0, 91, city_crash -1
9858, newstand, 0, -1577.7609863281, 1612.8420410156, -4.4697771072388, 0, 0, 90, city_crash -1
9858, newstand, 0, -782.14361572266, 1516.791015625, -4.5711269378662, 0, 0, 250, city_crash -1
9858, newstand, 0, -377.28369140625, 1587.0439453125, -22.003429412842, 0, 0, 0, city_crash -1
9858, newstand, 0, -127.58339691162, -526.64447021484, -15.336819648743, 0, 0, 90, city_crash -1
9858, newstand, 0, 31.723070144653, -479.02560424805, -17.836799621582, 0, 0, 180, city_crash -1
9858, newstand, 0, -380.42831420898, -193.89050292969, -8.7039804458618, 0, 0, 90, city_crash -1
9858, newstand, 0, -67.461700439453, -309.65658569336, -12.791790008545, 0, 0, 90, city_crash -1
9858, newstand, 0, -238.85729980469, -36.701648712158, -10.032799720764, 0, 0, 180, city_crash -1
9858, newstand, 0, -502.5046081543, 8.9615802764893, 1.0932469367981, 0, 0, 269, city_crash -1
9858, newstand, 0, -686.2666015625, 303.66149902344, 1.7490195035934, 0, 0, 90, city_crash -1
9858, newstand, 0, -722.36407470703, 18.11083984375, 2.4345092773438, 0, 0, 90, city_crash -1
9858, newstand, 0, 28.275430679321, 199.34429931641, -14.424659729004, 0, 0, 90, city_crash -1
9858, newstand, 0, -185.14700317383, 423.5871887207, -4.7287831306458, 0, 0, 270, city_crash -1
9858, newstand, 0, 161.11500549316, 657.31549072266, -20.539480209351, 0, 0, 90, city_crash -1
